@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
given,VBN,NULL,NULL,current,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,have,VBP,6
to,TO,ease,VB,NULL,NULL,rates,NNS,NULL,NULL,very,RB,6
city,NP,cellular,JJ,telephone,NN,NULL,NULL,NULL,NULL,and,CC,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,a,DT,minority,NN,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
of,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,and,CC,6
down,RP,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,a,DT,key,JJ,rate,NN,NULL,NULL,known,VBN,6
pay,VBP,NULL,NULL,only,JJ,NULL,NULL,X,X,NULL,NULL,6
pursue,VB,NULL,NULL,personal,JJ,NULL,NULL,X,X,NULL,NULL,3
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,annual,JJ,rate,NN,NULL,NULL,for,IN,6
and,CC,that,IN,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
nation,NN,'\'s',POS,base,NN,rate,NN,NULL,NULL,X,X,6
with,IN,NULL,NULL,bank,NN,NULL,NULL,and,CC,follows,VBZ,5
of,IN,NULL,NULL,hefty,JJ,payments,NNS,NULL,NULL,X,X,6
on,IN,NULL,NULL,some,DT,payments,NNS,NULL,NULL,and,CC,6
in,IN,NULL,NULL,the,DT,rate,NN,outlook,NN,NULL,NULL,6
of,IN,NULL,NULL,coupon,NN,payments,NNS,NULL,NULL,X,X,6
default,VB,on,IN,NULL,NULL,payments,NNS,NULL,NULL,covering,VBG,6
NULL,NULL,suspended,VBN,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
to,TO,pay,VB,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
about,IN,NULL,NULL,compound,JJ,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,exorbitant,JJ,compound,NN,NULL,NULL,X,X,NULL,NULL,6
borrowing,VBG,at,IN,NULL,NULL,rates,NNS,NULL,NULL,higher,JJR,6
british,NP,airways,NPS,own,VBP,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,income,NN,NULL,NULL,and,CC,6
off,IN,NULL,NULL,the,DT,NULL,NULL,NULL,NULL,and,CC,6
of,IN,NULL,NULL,mutual,JJ,NULL,NULL,NULL,NULL,said,VBD,4
NULL,NULL,nbc,NP,'\'s',POS,NULL,NULL,may,MD,revive,VB,1
NULL,NULL,NULL,NULL,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,nbc,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
for,IN,NULL,NULL,its,'PP\S',NULL,NULL,NULL,NULL,but,CC,4
NULL,NULL,its,'PP\S',own,JJ,NULL,NULL,X,X,NULL,NULL,4
pay,VB,NULL,NULL,an,DT,rate,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,the,DT,exact,JJ,rate,NN,NULL,NULL,because,IN,6
NULL,NULL,expect,VBP,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
with,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
of,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,being,VBG,6
as,IN,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,already,RB,6
NULL,NULL,its,'PP\S',controlling,VBG,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
been,VBN,NULL,NULL,much,JJ,NULL,NULL,in,IN,NULL,NULL,1
is,VBZ,allowing,VBG,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
6X634,AB,NULL,NULL,true,JJ,cost,NN,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
sold,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,reduced,VBN,uXsX,NP,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,NULL,NULL,6
to,TO,NULL,NULL,lower,VB,rates,NNS,NULL,NULL,NULL,NULL,6
from,IN,NULL,NULL,falling,VBG,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,reminding,VBG,6
city,NP,cellular,JJ,telephone,NN,NULL,NULL,and,CC,NULL,NULL,5
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
and,CC,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,for,IN,6
caused,VBN,by,IN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
postpone,VBP,NULL,NULL,cash,NN,payments,NNS,NULL,NULL,X,X,6
to,TO,NULL,NULL,the,DT,NULL,NULL,of,IN,society,NN,4
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
with,IN,NULL,NULL,an,DT,rate,NN,NULL,NULL,NULL,NULL,6
to,TO,NULL,NULL,high,JJ,rates,NNS,they,PP,NULL,NULL,6
in,IN,NULL,NULL,net,JJ,revenue,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,its,'PP\S',net,JJ,margin,NN,NULL,NULL,from,IN,6
of,IN,NULL,NULL,declining,VBG,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,a,DT,reduced,VBN,rate,NN,NULL,NULL,of,IN,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
made,VBN,at,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,a,DT,majority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,NULL,NULL,its,'PP\S',NULL,NULL,is,VBZ,adjustable,JJ,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,lower,VB,its,'PP\S',payments,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
provide,VBP,NULL,NULL,that,IN,NULL,NULL,could,MD,be,VB,6
NULL,NULL,caused,VBD,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
company,NN,'\'s',POS,annual,JJ,payments,NNS,NULL,NULL,by,IN,6
NULL,NULL,the,DT,equity,NN,NULL,NULL,would,MD,be,VB,5
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,NULL,NULL,no,DT,NULL,NULL,NULL,NULL,in,IN,1
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
a,DT,6X7,AB,NULL,NULL,rate,NN,NULL,NULL,on,IN,6
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,making,VBG,5
NULL,NULL,their,'PP\S',separate,JJ,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,a,DT,higher,JJR,rate,NN,NULL,NULL,that,IN,6
its,'PP\S',35X45,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
brought,VBD,controlling,JJ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
'\'s',POS,slimmer,JJR,net,JJ,margin,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,net,JJ,income,NN,NULL,NULL,rose,VBD,6
NULL,NULL,of,IN,NULL,NULL,payments,NNS,NULL,NULL,owed,VBN,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,protecting,VBG,1
NULL,NULL,falling,VBG,NULL,NULL,rates,NNS,NULL,NULL,prompt,VBP,6
NULL,NULL,feel,VBP,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
the,DT,buyers,NNS,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,oppose,VBP,6
NULL,NULL,nbc,NP,'\'s',POS,NULL,NULL,was,VBD,never,RB,1
NULL,NULL,as,IN,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
of,IN,NULL,NULL,debt,NN,NULL,NULL,in,IN,NULL,NULL,6
and,CC,NULL,NULL,net,JJ,payments,NNS,NULL,NULL,now,RB,6
taken,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,1
stirred,VBN,NULL,NULL,intense,JJ,NULL,NULL,among,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,commercial,JJ,NULL,NULL,is,VBZ,intense,JJ,1
a,DT,very,RB,broad,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
of,IN,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,higher,JJR,short-term,JJ,rates,NNS,NULL,NULL,in,IN,6
noted,VBD,that,IN,NULL,NULL,rates,NNS,NULL,NULL,generally,RB,6
and,CC,that,IN,NULL,NULL,rates,NNS,NULL,NULL,remain,VBP,6
NULL,NULL,NULL,NULL,voting,NN,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
their,'PP\S',own,JJ,best,JJS,NULL,NULL,to,TO,cooperate,VB,4
in,IN,NULL,NULL,japanese,JJ,rates,NNS,NULL,NULL,and,CC,6
the,DT,fed,NP,'\'s',POS,rate,NN,stance,NN,NULL,NULL,6
was,VBD,'n\'t',RB,allowing,VBG,rates,NNS,NULL,NULL,to,TO,6
'n\'t',RB,reduce,VB,NULL,NULL,rates,NNS,NULL,NULL,before,IN,6
country,NN,'\'s',POS,national,JJ,NULL,NULL,to,TO,have,VB,4
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,NULL,NULL,of,IN,6
by,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,a,DT,tremendous,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,NULL,NULL,6
to,TO,allocate,VB,NULL,NULL,expenses,NNS,NULL,NULL,on,IN,6
NULL,NULL,because,IN,NULL,NULL,expenses,NNS,NULL,NULL,allocated,VBN,6
thus,RB,NULL,NULL,NULL,NULL,expenses,NNS,NULL,NULL,in,IN,6
consolidate,VB,NULL,NULL,these,DT,expenses,NNS,NULL,NULL,and,CC,6
comparable,JJ,to,TO,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,the,DT,open,JJ,NULL,NULL,NULL,NULL,or,CC,5
the,DT,december,NP,open,JJ,NULL,NULL,is,VBZ,equivalent,JJ,5
of,IN,NULL,NULL,open,JJ,NULL,NULL,in,IN,NULL,NULL,5
the,DT,total,JJ,open,JJ,NULL,NULL,in,IN,NULL,NULL,5
between,IN,NULL,NULL,open,JJ,NULL,NULL,and,CC,NULL,NULL,5
supply,NN,vsX,IN,open,JJ,situations,NNS,NULL,NULL,have,VBP,5
NULL,NULL,that,DT,open,JJ,NULL,NULL,will,MD,be,VB,5
from,IN,NULL,NULL,fraudulent,JJ,expenses,NNS,NULL,NULL,created,VBN,6
creating,VBG,NULL,NULL,fraudulent,JJ,expenses,NNS,NULL,NULL,in,IN,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,not,RB,1
NULL,NULL,'\'s',VBZ,considerable,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
had,VBD,NULL,NULL,serious,JJ,NULL,NULL,on,IN,NULL,NULL,1
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
whose,'WP\S',current,JJ,major,JJ,NULL,NULL,is,VBZ,NULL,NULL,3
its,'PP\S',music,NN,video,NN,NULL,NULL,and,CC,NULL,NULL,5
NULL,NULL,the,DT,music-publishing,JJ,NULL,NULL,X,X,NULL,NULL,5
had,VBD,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
pressure,VB,NULL,NULL,net,JJ,margins,NNS,NULL,NULL,X,X,6
union,NP,'\'s',POS,net,JJ,income,NN,NULL,NULL,NULL,NULL,6
offset,VBD,NULL,NULL,net,JJ,income,NN,NULL,NULL,from,IN,6
NULL,NULL,for,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
prompted,VBN,renewed,VBN,NULL,NULL,NULL,NULL,by,IN,NULL,NULL,1
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,anytime,RB,6
NULL,NULL,pay,VBD,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,6
show,VB,NULL,NULL,much,JJ,NULL,NULL,in,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rate,NN,8X00,AB,NULL,NULL,6
NULL,NULL,among,IN,NULL,NULL,rate-sensitive,JJ,larger-capitalization,JJ,issues,NNS,6
over,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
was,VBD,NULL,NULL,institutional,JJ,NULL,NULL,in,IN,NULL,NULL,1
from,IN,NULL,NULL,the,DT,NULL,NULL,in,IN,NULL,NULL,1
to,TO,damp,VB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
from,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,south,JJ,african,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,annualized,VBN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
dictates,VBZ,NULL,NULL,the,DT,rates,NNS,NULL,NULL,NULL,NULL,6
was,VBD,NULL,NULL,the,DT,rate,NN,outlook,NN,NULL,NULL,6
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,wo,MD,6
NULL,NULL,NULL,NULL,the,DT,rate,NN,speculation,NN,NULL,NULL,6
believes,VBZ,NULL,NULL,the,DT,rate,NN,worries,NNS,NULL,NULL,6
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,taking,VBG,1
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
NULL,NULL,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,in,IN,6
a,DT,minority,NN,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
with,IN,NULL,NULL,substantial,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,deductions,NNS,NULL,NULL,for,IN,6
'\'s',POS,legal,JJ,property,NN,NULL,NULL,was,VBD,insufficient,JJ,5
to,TO,sell,VB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,for,IN,NULL,NULL,NULL,NULL,paid,VBN,on,IN,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,paid,VBN,in,IN,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,and,CC,5
and,CC,NULL,NULL,german,NP,rates,NNS,NULL,NULL,would,MD,6
NULL,NULL,expressed,VBD,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
declare,VB,NULL,NULL,their,'PP\S',NULL,NULL,publicly,RB,X,X,1
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,thomson,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
denied,VBD,NULL,NULL,any,DT,NULL,NULL,in,IN,NULL,NULL,1
not,RB,pay,VB,NULL,NULL,NULL,NULL,periodically,RB,X,X,6
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,a,DT,majority,NN,NULL,NULL,in,IN,NULL,NULL,5
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,'\'s',POS,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,NULL,NULL,net,JJ,income,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,customers,NNS,NULL,NULL,NULL,NULL,NULL,NULL,lest,IN,1
generated,VBN,NULL,NULL,considerable,JJ,NULL,NULL,NULL,NULL,even,RB,1
NULL,NULL,its,'PP\S',equity,NN,NULL,NULL,in,IN,NULL,NULL,5
primarily,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,may,MD,6
to,TO,relax,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
to,TO,reduce,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,that,DT,lower,JJR,rates,NNS,NULL,NULL,may,MD,6
NULL,NULL,or,CC,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
to,TO,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,based,VBN,6
of,IN,NULL,NULL,falling,VBG,rates,NNS,NULL,NULL,X,X,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
berlusconi,NP,'\'s',POS,media,NNS,NULL,NULL,NULL,NULL,said,VBD,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,now,RB,6
and,CC,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,our,'PP\S',main,JJ,NULL,NULL,was,VBD,to,TO,3
NULL,NULL,fixed,VBN,NULL,NULL,rates,NNS,NULL,NULL,or,CC,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
for,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
lori,NP,'\'s',POS,annual,JJ,expense,NN,NULL,NULL,by,IN,6
in,IN,NULL,NULL,annual,JJ,savings,NNS,NULL,NULL,X,X,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,or,CC,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
raised,VBD,NULL,NULL,key,JJ,rates,NNS,NULL,NULL,X,X,6
ease,VB,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,soon,RB,6
NULL,NULL,NULL,NULL,the,DT,rate,NN,NULL,NULL,fell,VBD,6
or,CC,NULL,NULL,publishing,NN,NULL,NULL,of,IN,NULL,NULL,5
with,IN,NULL,NULL,film,NN,NULL,NULL,including,VBG,NULL,NULL,5
reflect,VB,NULL,NULL,prevailing,VBG,rates,NNS,NULL,NULL,X,X,6
expressed,VBN,renewed,VBN,NULL,NULL,NULL,NULL,in,IN,acquiring,VBG,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
lowering,VBG,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,the,DT,ownership,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,shareholders,NNS,NULL,NULL,NULL,NULL,at,IN,NULL,NULL,4
to,TO,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,came,VBD,5
NULL,NULL,NULL,NULL,public,JJ,NULL,NULL,NULL,NULL,but,CC,4
NULL,NULL,their,'PP\S',own,JJ,NULL,NULL,NULL,NULL,either,RB,4
among,IN,NULL,NULL,other,JJ,NULL,NULL,NULL,NULL,NULL,NULL,5
of,IN,NULL,NULL,particular,JJ,NULL,NULL,because,IN,of,IN,2
and,CC,NULL,NULL,soaring,VBG,rates,NNS,NULL,NULL,continued,VBD,6
pay,VBP,NULL,NULL,no,DT,NULL,NULL,but,CC,are,VBP,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
to,TO,hike,VB,NULL,NULL,rates,NNS,NULL,NULL,by,IN,6
NULL,NULL,a,DT,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',equity,NN,NULL,NULL,in,IN,NULL,NULL,5
held,VBN,NULL,NULL,non-controlling,JJ,NULL,NULL,in,IN,NULL,NULL,5
and,CC,reduce,VB,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,would,MD,accrue,VB,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,of,IN,NULL,NULL,expenses,NNS,NULL,NULL,X,X,6
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,income,NN,NULL,NULL,X,X,6
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,NULL,NULL,6
defend,VB,NULL,NULL,its,'PP\S',NULL,NULL,here,RB,X,X,4
in,IN,NULL,NULL,british,JJ,NULL,NULL,rates,NNS,NULL,NULL,6
over,IN,NULL,NULL,rising,VBG,rates,NNS,NULL,NULL,and,CC,6
the,DT,current,JJ,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
from,IN,NULL,NULL,general,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,plus,CC,NULL,NULL,income,NN,NULL,NULL,X,X,6
in,IN,NULL,NULL,investor,NN,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,raised,VBD,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,most,JJS,foreign,JJ,rates,NNS,NULL,NULL,have,VBP,6
soon,RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
of,IN,NULL,NULL,falling,VBG,rates,NNS,NULL,NULL,were,VBD,6
by,IN,NULL,NULL,keeping,VBG,rates,NNS,NULL,NULL,high,JJ,6
NULL,NULL,most,JJS,corporate,JJ,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,but,CC,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
to,TO,pay,VB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,6
their,'PP\S',shareholders,NNS,NULL,NULL,NULL,NULL,is,VBZ,extremely,RB,4
that,IN,NULL,NULL,investor,NN,NULL,NULL,might,MD,broaden,VB,1
attracted,VBN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,1
NULL,NULL,a,DT,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,ford,NP,'\'s',POS,NULL,NULL,as,IN,NULL,NULL,1
have,VB,generated,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
week,NN,'\'s',POS,coordinated,VBN,rate,NN,increases,NNS,NULL,NULL,6
britain,NP,'\'s',POS,high,JJ,rate,NN,policy,NN,NULL,NULL,6
with,IN,NULL,NULL,the,DT,rate,NN,hike,NN,NULL,NULL,6
NULL,NULL,despite,IN,NULL,NULL,rate,NN,increases,NNS,NULL,NULL,6
and,CC,NULL,NULL,the,DT,NULL,NULL,from,IN,NULL,NULL,1
NULL,NULL,including,VBG,NULL,NULL,NULL,NULL,NULL,NULL,is,VBZ,6
the,DT,lowest,JJS,possible,JJ,rate,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
reflects,VBZ,NULL,NULL,additional,JJ,expense,NN,NULL,NULL,related,VBN,6
plus,CC,accrued,JJ,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,NULL,NULL,uXsX,NP,NULL,NULL,could,MD,be,VB,4
hurts,VBZ,NULL,NULL,uXsX,NP,NULL,NULL,too,RB,X,X,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
with,IN,NULL,NULL,annual,JJ,NULL,NULL,running,VBG,at,IN,6
school,NN,'\'s',POS,athletic,JJ,NULL,NULL,NULL,NULL,NULL,NULL,4
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
national,NP,city,NP,'\'s',POS,income,NN,NULL,NULL,on,IN,6
in,IN,NULL,NULL,the,DT,margin,NN,NULL,NULL,between,IN,6
kept,VBD,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,relatively,RB,6
NULL,NULL,other,JJ,short-term,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
through,IN,NULL,NULL,below-market,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
pay,VB,NULL,NULL,cash,NN,obligations,NNS,NULL,NULL,for,IN,6
whereas,IN,NULL,NULL,the,DT,savings,NNS,NULL,NULL,in,IN,6
in,IN,NULL,NULL,reduced,JJ,expense,NN,NULL,NULL,X,X,6
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
recognized,VBD,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,3
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will,MD,be,VB,4
NULL,NULL,a,DT,controlling,NN,NULL,NULL,in,IN,NULL,NULL,5
a,DT,'c\S','\S',NULL,NULL,payment,NN,NULL,NULL,on,IN,6
had,VBD,NULL,NULL,no,DT,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,little,JJ,customer,NN,NULL,NULL,NULL,NULL,NULL,NULL,1
